Gene.symbol	Gene.ID	adj.P.Val	logFC
LOC107984066///LOC100996643///LOC100133920///LOC286297///MTHFD1L	107984066///100996643///100133920///286297///25902	1.77456670043409e-23	1.47513562883247
TARS	6897	1.86690255419266e-23	2.51055301703684
TMEM45B	120224	1.90330718693848e-23	-2.08017495777347
SLC43A3///PRG2	29015///5553	1.92724901666684e-23	2.06182449641284
HIST1H2BK///H2BFS///HIST1H2BO///HIST1H2BD	85236///54145///8348///3017	1.92724901666684e-23	1.52649838711032
NONO	4841	1.93508283460794e-23	1.00503934918237
LRRCC1	85444	2.091727811128e-23	1.99561230912176
GVINP1	387751	2.13205241117601e-23	-2.60982088365886
GBP2	2634	2.34250439622133e-23	-3.90175561175344
GSS	2937	2.34250439622133e-23	1.44058006667638
HIST1H2AL///HIST1H2AL	8332///8332	2.41141694150637e-23	2.16923533546809
ARHGAP25	9938	2.46962738110221e-23	-2.2479671574089
METTL25	84190	2.56690878246326e-23	-1.06786118975183
KDM7A	80853	2.61490290343916e-23	-2.43079849635455
KLF2	10365	2.67678317988006e-23	-2.48171259893563
HBP1	26959	2.81349120501398e-23	-1.42427506593474
MTHFD1	4522	2.84853527731713e-23	2.30537202528805
HSPA1L	3305	2.90675987799776e-23	-1.61897139079617
FEN1	2237	3.14034939230136e-23	2.04785434107903
KIAA0040	9674	3.19469779453111e-23	-2.99943923169069
LOC81691	81691	3.3417079697431e-23	2.00494295388396
MSH6	2956	3.37624845462663e-23	1.74475464820311
RANBP1	5902	3.47478306814272e-23	2.56427987710192
SP110	3431	3.54023004837496e-23	-2.37775126051886
CCNF	899	3.62788242827198e-23	2.10026713263276
PCYT1A	5130	3.69490177282699e-23	-0.99891834557429
HIST1H3J	8356	4.14408868985892e-23	2.7125875901046
ARHGEF39	84904	4.16928712547046e-23	1.24296121207974
LITAF	9516	4.23537742161164e-23	-2.70080678713302
IPO11	51194	4.29263532476714e-23	1.89105013065618
TIPIN	54962	4.65849794588886e-23	1.77393602779546
CPSF3	51692	4.68291993441429e-23	1.53406008929126
SUSD6	9766	5.04539639033424e-23	-1.76387493311139
HMGN2	3151	5.22075911307998e-23	1.05153482344323
AKNA	80709	5.27163684880961e-23	-1.20996477087592
CEP85	64793	5.36407858464096e-23	1.51956232926586
SSRP1	6749	5.40773116897555e-23	2.16285005236832
ADGRA3	166647	5.61265635044141e-23	2.85991616826247
ANKRD13A	88455	5.73153309934084e-23	-1.24008507509959
BLOC1S2	282991	6.10640736296868e-23	-1.03078220008779
GCSHP3///LOC729080///LOC641746///GCSH	100329109///729080///641746///2653	6.12958674074539e-23	1.48246079511407
ADA	100	6.31199228506288e-23	2.2577423825017
RUVBL2	10856	6.86570555057759e-23	1.83226530982406
FRAT1	10023	6.93111078717651e-23	-1.69944306634078
SUPT16H	11198	7.23746823374723e-23	1.41815010390506
GPSM2	29899	7.36922010301387e-23	2.26380197285625
		7.49138579993639e-23	1.54470420308869
C2orf48	348738	7.50552377433597e-23	1.42851134724406
TRADD	8717	8.48575447618632e-23	-1.34758239093742
AP4M1	9179	8.50409994673391e-23	1.00382811229322
DNMT3B	1789	8.55307252531941e-23	1.63508645536581
WRN	7486	8.79304770196326e-23	1.54221927416789
B3GALNT2	148789	9.5356042057591e-23	1.72327431709762
DBF4B	80174	1.03695439976038e-22	0.878821248976399
FTH1	2495	1.07091946236535e-22	-2.68940182122225
MSH5-SAPCD1///SAPCD1	100532732///401251	1.07091946236535e-22	1.38367784209333
HERPUD2	64224	1.08330730656374e-22	-1.51403340959861
POLD4	57804	1.13210759529979e-22	-1.17982856284052
CNTROB	116840	1.16871933367564e-22	1.03711911969998
GBP2	2634	1.22047321637332e-22	-3.48327512560505
ETV5	2119	1.23036544464409e-22	2.58933067186341
UNG	7374	1.31052362793509e-22	1.78008834689576
SLC16A1	6566	1.34123128969134e-22	2.65812015979689
CEP128	145508	1.35756135389003e-22	2.03528895508457
CHD1L	9557	1.41312136289848e-22	1.7868751565995
JAK1	3716	1.44263971573679e-22	-1.37640136727964
ILF2	3608	1.48053297207448e-22	1.445590701877
RASSF5	83593	1.50401855217482e-22	-1.58625665503683
ACP5	54	1.5287890200001e-22	-1.53881063044002
FCGR3B///FCGR3A	2215///2214	1.64593396375855e-22	-4.16100645942106
FCHSD1	89848	1.67155085785406e-22	-1.52234461780011
CENPK	64105	1.798599053432e-22	2.4932498903862
CFLAR	8837	1.89593186177263e-22	-2.40432817647721
BCAT1	586	2.02742500915706e-22	3.37011844915788
FGD3	89846	2.03174997364085e-22	-1.77446498520633
MTBP	27085	2.03174997364085e-22	1.93854187494207
ARSA	410	2.04770515614487e-22	-1.27718185881459
DOCK7	85440	2.09874884017403e-22	1.80443194857323
IPO5	3843	2.11535786258284e-22	2.13366431606562
SEMA4D	10507	2.24653962138411e-22	-1.37837487717486
FANCB	2187	2.27922358751779e-22	1.57222076454712
PPP1R2	5504	2.37681927810714e-22	-1.14902173265171
SPDL1	54908	2.49665313754986e-22	2.46157063351636
GNL2	29889	2.49737362251327e-22	1.26578034600983
LOC642846///DDX12P///DDX11	642846///440081///1663	2.50493244244969e-22	1.31639212063025
LMNB1	4001	2.55809530027194e-22	2.224643204833
ABTB1	80325	2.58442650126341e-22	-1.81954870529269
ABCA7	10347	2.63275046831868e-22	-1.29697529231647
HIST1H3H	8357	2.70578757695604e-22	2.09549379568604
		2.70741960857109e-22	-2.87744184098319
ASF1B	55723	2.73092381956664e-22	2.39157391540461
DAPP1	27071	2.93944628024477e-22	-2.95481498556839
MOB3A	126308	2.9408083116501e-22	-1.65434177680279
HACD3	51495	3.05643197456921e-22	1.97171478324782
TOP2B	7155	3.10447999015833e-22	1.6272848989401
YEATS4	8089	3.10447999015833e-22	1.54502321696764
FBXO43	286151	3.12902133140718e-22	2.28318417874254
RIC3	79608	3.36005578441855e-22	-1.93465848383104
		3.45995635505e-22	-1.19389271088504
LIMD2	80774	3.47927017203547e-22	-1.31478482603272
ZNF652	22834	3.52217198665584e-22	-1.45670015901001
SKA2	348235	3.86141026449392e-22	2.26929825354497
TGOLN2	10618	3.92723761603104e-22	-0.858825902893257
NCK2	8440	3.96078552413828e-22	-1.6891530217951
MAP3K3	4215	4.39606936666541e-22	-1.39577228482281
CES4A	283848	4.91990414443928e-22	-1.22847585055319
CSE1L	1434	5.09854314370862e-22	1.39872795581835
ZNF276	92822	5.1056441730062e-22	-1.00124184499177
EPC2	26122	5.14232170515765e-22	-1.35158510658233
ZFAND2A	90637	5.53395572647832e-22	-1.08486327781584
DNAJC9	23234	5.89947894668693e-22	1.13365039062739
ERI3	79033	6.36194220275085e-22	0.94070565203683
C1orf162	128346	6.55591782676625e-22	-3.23483655395834
PAQR4	124222	6.55591782676625e-22	0.931246211557664
GLRX5	51218	6.6369794868599e-22	1.83569579221831
VDAC1	7416	6.68117697678834e-22	1.14923359722671
PSTPIP1	9051	6.76588879850051e-22	-1.71461224056839
HLA-F///HLA-B	3134///3106	6.85339777663036e-22	-2.99021760751619
NR4A2	4929	6.88282294727086e-22	-3.40108750161487
IARS	3376	7.08546411608687e-22	2.32987907091722
KIF18B	146909	7.39729182886334e-22	1.58635484297729
C5orf34	375444	7.54605629304688e-22	2.26417703303415
BTLA	151888	7.66641023794806e-22	-3.01656253255301
CDKL5	6792	7.75900009254663e-22	-1.99687009468193
ZNF862	643641	7.88500282964857e-22	-1.03915107948686
UBE2S	27338	8.11067248204904e-22	1.22727822375148
EXOC8	149371	8.11067248204904e-22	-0.934718412020205
SCML4	256380	8.31380797792727e-22	-1.77488233177311
MCM8	84515	8.32650705040148e-22	2.16215786863061
FCRL3	115352	8.40468726925772e-22	-2.87915608520329
MARK2	2011	8.43670868938787e-22	-1.15982640729805
CCT2	10576	8.72120507106261e-22	2.09268780702128
		8.86728914207809e-22	1.21326944877061
POLD2	5425	8.92657744059925e-22	1.4355796766399
ATP5B	506	9.03351018269932e-22	0.99417901117218
ILF3	3609	9.14293163672536e-22	1.41475700174218
INPP5K	51763	9.36226499593179e-22	-1.00663834854658
ANK3	288	9.59150964191188e-22	-2.21285051930932
ZNFX1	57169	9.59150964191188e-22	-1.59055898213374
TMEM154	201799	9.68630244579738e-22	-3.3550940842816
MPPE1	65258	9.90824786522624e-22	-1.60088891139585
MAP3K1	4214	1.02220130450159e-21	-2.08777592792169
EPT1	85465	1.02484336860165e-21	1.77887060347935
TMEM167B	56900	1.08961573234352e-21	-1.07065037051493
SMAP2	64744	1.09051431351864e-21	-1.98533328834311
HSP90AA1	3320	1.12201915275224e-21	1.06523984764349
		1.14464725001286e-21	1.01071973745754
LARP1B	55132	1.18169892626902e-21	1.25761654677615
GSTCD	79807	1.2289248276886e-21	1.69833773053084
		1.24176333758359e-21	1.24806154105722
SNX20	124460	1.25095305749156e-21	-1.7511722477057
CBX2	84733	1.29568399796709e-21	1.14349679718755
		1.31346974535098e-21	1.2882059041434
JAK3	3718	1.31466101417047e-21	-2.02850631484767
ESD	2098	1.35889817662121e-21	1.78683407527356
FABP5P3///FABP5	220832///2171	1.35889817662121e-21	3.18365657615537
SLC25A45	283130	1.46948273290206e-21	-1.2701534334806
PHF1	5252	1.55817444916688e-21	-1.49472359316449
PGBD3///ERCC6	267004///2074	1.62537524783184e-21	-0.783214440103162
WDR34	89891	1.79231065313887e-21	1.15411850426032
TNPO2	30000	1.82287580462122e-21	0.962530778456467
PRPF19	27339	1.85652756293031e-21	1.43413406124478
SPIN3	169981	1.88969291255382e-21	-1.44909394286072
		1.89172052346633e-21	0.962714894954415
CARD16	114769	1.9055606231695e-21	-2.32750128310728
ITPKB	3707	1.93843103144185e-21	-1.64057134934471
		1.95916543270843e-21	1.16410453661505
CYTH4	27128	1.98528516914896e-21	-2.70797493929483
CENPL	91687	2.00363008516185e-21	1.92615368016646
NEIL3	55247	2.03004866561344e-21	2.84799813268943
DROSHA	29102	2.06389304120353e-21	1.45297876059753
CCDC14	64770	2.2073258821681e-21	1.75843416342768
CORO7-PAM16///CORO7	100529144///79585	2.29807684435593e-21	-0.945644616477916
		2.30846315845576e-21	1.81866532789809
RAN	5901	2.4226960105461e-21	1.86044237122475
HOOK1	51361	2.64037708382046e-21	-1.73114603068389
YWHAE	7531	2.75736109584754e-21	1.3323819143946
IDS	3423	2.75736109584754e-21	-2.20264037827641
CEP57L1	285753	2.79595380970419e-21	1.72933391365457
SMCHD1	23347	2.79653808850815e-21	-1.17794618391096
ARHGAP9	64333	2.79653808850815e-21	-1.61860222905435
YPEL3	83719	2.89732544344582e-21	-2.25069487869087
FGR	2268	3.22651265138161e-21	-2.81645232901019
LSM2	57819	3.32969529313824e-21	1.2109576153415
H2AFY	9555	3.48693781748761e-21	1.24375010860826
		3.48719436335308e-21	1.27534898073396
SELM///SELM	140606///140606	3.61772442527208e-21	-1.17078622445879
		3.62097291182468e-21	1.54853174918845
UBE2C	11065	3.65120952109307e-21	1.89914503057679
POLA2	23649	3.78551211894435e-21	1.44209095705024
PRMT5	10419	3.84592492460048e-21	1.13904654520705
		3.98261055294802e-21	1.11206662111782
ATP2A2	488	3.98335250063994e-21	0.941358323401399
TRIM39-RPP21///TRIM39	202658///56658	3.99461412069992e-21	-0.8832952086551
IFT122	55764	4.56849748259164e-21	1.07842566773503
BCL10	8915	4.95538678637009e-21	-0.917558989553015
GART	2618	4.96894392013813e-21	1.92703607894332
DLEC1	9940	5.00220168821263e-21	-1.06587383934329
RFC2	5982	5.3554700757421e-21	1.36909324730055
YWHAE	7531	5.55014394187971e-21	1.4450989789292
SNX5	27131	5.55014394187971e-21	1.06927893553621
RNF13	11342	5.88297793092776e-21	-1.64208115132058
HMGXB4	10042	6.09932946328174e-21	0.880233858771499
DKC1	1736	6.11694277992505e-21	1.46700061033184
P2RY10	27334	6.11694277992505e-21	-3.88394937765761
KIF20B	9585	6.15246054980542e-21	1.95938846380333
ZNF670	93474	6.27506535583773e-21	2.19306136960933
DKK3	27122	6.32369888332406e-21	-0.897179962370461
ARMC2	84071	6.46975544039289e-21	-1.20544726540801
MAZ	4150	6.59027942050706e-21	0.78873434138066
		7.42604893148511e-21	1.05876533436384
DDX41	51428	7.50239945229017e-21	0.843102673805465
EHBP1L1///SIPA1	254102///6494	7.57050953991089e-21	-1.17680777291346
SAMD9L	219285	7.68998797394401e-21	-2.68735806427373
		8.00683711187144e-21	1.11700981856463
		8.05455780614653e-21	-1.51499994362667
		8.17996458663535e-21	1.62482914583551
REM2	161253	8.62218384663508e-21	-1.68323359582639
PSMD1	5707	8.88802789977212e-21	1.13857484881012
WASF1	8936	8.97232328606442e-21	2.33265093667155
VSIG1	340547	9.30949315857488e-21	-3.08470708585106
CYTH1	9267	9.40384942258631e-21	-1.73012999847363
		9.66536737555036e-21	1.03355902042482
FLOT2	2319	9.76632254938247e-21	-1.33602088879815
GCSHP3///LOC729080///LOC641746///GCSH	100329109///729080///641746///2653	1.01957202589535e-20	1.41318384081548
PTBP2	58155	1.12287105824388e-20	1.26027448696799
SMPD1	6609	1.12465236046882e-20	-1.34526643205882
		1.17576771129448e-20	1.51153667631736
STIP1	10963	1.2217404955535e-20	1.32623790372519
SNRK	54861	1.2755945518103e-20	-1.26385467938137
ATP5J	522	1.28291494384117e-20	0.909517690933129
MFSD5	84975	1.3071052665426e-20	-1.02668719117898
MRPL37	51253	1.32341192295618e-20	1.27196537888504
MED20	9477	1.35459759553585e-20	1.17259783604058
CCT6A	908	1.40385056378422e-20	1.87651990777097
CCT3	7203	1.40864832194911e-20	1.63440256173127
GEN1	348654	1.4998707129516e-20	2.05125875571679
LSP1	4046	1.52034747797054e-20	-2.36281190931074
SLC26A11	284129	1.57642384402634e-20	-1.09063145896013
XKR8	55113	1.64498037728626e-20	-1.53189047658859
SLC1A4	6509	1.73090278418254e-20	1.884143502688
GALNT2	2590	1.81973518391596e-20	1.50980130400089
TRIM21	6737	1.95429912038787e-20	-1.30423071511622
PTPN11	5781	1.98662468791896e-20	0.895562989585017
C4orf46	201725	2.0207504248794e-20	1.14213700072037
TCAF2P1///TCAF2	653691///285966	2.0207504248794e-20	-1.31167932407992
SOCS3	9021	2.06169766059898e-20	-2.00227155690417
HIST1H3I	8354	2.08280786520387e-20	2.68851965814715
NNT	23530	2.12925171934086e-20	1.56184405878902
		2.18823038673226e-20	1.44388193071697
RECQL4	9401	2.19910764070216e-20	1.00357500867424
ZFP36	7538	2.22383008139276e-20	-2.59996119043644
HIST1H4L	8368	2.26512561497204e-20	3.22745322011461
SIPA1L1	26037	2.50181162533614e-20	-2.09566857083694
XPO1	7514	2.52713654907519e-20	1.14560133456214
IPO9	55705	2.52713654907519e-20	1.281020467371
IL16	3603	2.59115100200536e-20	-1.35523442565135
RBFA	79863	2.5983727246079e-20	1.09154536814518
ERG	2078	2.75034642211205e-20	3.79430535902181
MTA1	9112	2.8517086278878e-20	0.987255606623813
		2.87035910251358e-20	1.95486647790721
PPAT	5471	2.87584600954125e-20	2.32864670062185
SP140L	93349	2.88429118760074e-20	-1.65068738453871
TMEM201	199953	2.89181991467017e-20	0.796109875633291
		2.89847309565935e-20	-1.22749297082925
C18orf54	162681	2.91674147532339e-20	1.92130847021938
KIAA0355	9710	3.01236252978556e-20	-1.3344554264182
PPP1R21	129285	3.01397083027598e-20	-0.990327915286429
IFT81	28981	3.06303355546459e-20	1.57418150465028
MDC1	9656	3.1218786344823e-20	1.10353519986287
CREB3L4	148327	3.15764863956454e-20	1.13519217452369
		3.1892953702072e-20	1.79501858102646
		3.32311862053639e-20	-1.65517701791436
INSR	3643	3.45466228574062e-20	2.33535553815215
SMCR8	140775	3.49513643572686e-20	-1.29337427245843
HNRNPL	3191	3.60598594052811e-20	0.598289813814766
SNORD52	26797	3.63250362689677e-20	1.58457926269426
KNSTRN	90417	3.81481104064567e-20	1.8537288291593
BTG2	7832	3.82847578015209e-20	-2.57232037087502
EHMT2	10919	3.97479531198892e-20	1.12097582550367
CCT4	10575	4.54440700550772e-20	1.50306982029466
SERPINB9P1	221756	5.20478715834262e-20	-2.068269975683
ANKRD12	23253	5.20478715834262e-20	-1.698440629231
IMPDH2	3615	5.31999719547494e-20	1.6326777354468
CPXM1	56265	5.92159250384677e-20	2.79377228700322
TARBP1	6894	6.00175362534157e-20	1.98380762579635
HIST1H2AG	8969	6.13657163149542e-20	1.66858907489827
SLC25A33	84275	6.14421893582926e-20	1.52876338102432
CAD	790	6.17762991973909e-20	1.27885001148882
SMARCC1	6599	6.21450374498058e-20	0.684703441940458
PRIM1	5557	6.23656487566187e-20	1.91261786313034
HNRNPA1P6///HNRNPA1P33///HNRNPA1P27///HNRNPA1P10///HNRNPA1L2///HNRNPA1	729423///728643///664721///664709///144983///3178	6.2633736345327e-20	1.43577767378026
CHD4	1108	6.45667356452712e-20	0.854467990334699
ASB7	140460	6.70566120334533e-20	-0.77754157121402
FPGS	2356	6.8492159931359e-20	1.28540434410263
SMCHD1	23347	6.93081380604443e-20	-1.16019242198087
SGTB	54557	6.93081380604443e-20	-1.65765569290721
TTC26	79989	6.93081380604443e-20	1.53264759413124
APITD1-CORT///APITD1///CORT	100526739///378708///1325	6.98454760557345e-20	1.06830787712695
CD46	4179	7.08648226903217e-20	-1.22775631029859
WDR5	11091	7.1267577146104e-20	1.16092554058251
UBAP2	55833	7.38589173004184e-20	0.836946522222419
MLEC	9761	7.74700709472651e-20	1.41647378365654
		7.8103471724094e-20	-2.39960484440426
EIF3CL///EIF3C	728689///8663	7.9154744471573e-20	1.19255083651601
		8.03036023254998e-20	-0.750607721436078
HIST1H1D	3007	8.26455789255009e-20	2.19576530918095
ITM2B///ITM2B	9445///9445	8.47671666669754e-20	-1.48523658803361
MTF2	22823	8.50436257464427e-20	1.39339676886465
HORMAD1	84072	8.84718134379842e-20	-2.26845964421777
SPECC1L-ADORA2A///ADORA2A	101730217///135	9.51905126917482e-20	-1.24998149738548
RAD51L3-RFFL///RFFL	100529207///117584	9.57671184942606e-20	-1.55395628708314
KIF22	3835	9.79389683497535e-20	1.24569370700555
CR1	1378	9.87130705111012e-20	-3.29840283231593
SYTL3	94120	9.9780638866846e-20	-2.24526318596496
LOC100996732///LOC654342///LOC645166///LSP1	100996732///654342///645166///4046	1.00236942378525e-19	-1.80605962887949
TNFRSF21	27242	1.00382330480353e-19	2.13307560439907
IQSEC1	9922	1.0181360865383e-19	-1.98725769363579
NBR1	4077	1.01823398223233e-19	-1.65979337234078
MED24	9862	1.03493894349957e-19	0.977747314637766
ZRANB3	84083	1.05627553147654e-19	1.45348433135795
IL6R	3570	1.05790902541234e-19	-2.80125274330842
STK17B	9262	1.06143943844358e-19	-1.77287703653889
SMARCB1	6598	1.10523890872598e-19	0.990204499765425
POLR1A///POLR1A	25885///25885	1.12316704927799e-19	1.46181236435366
BTG1	694	1.14708829280098e-19	-1.77557494306204
PA2G4	5036	1.19129683930079e-19	1.35914849426318
SCMH1	22955	1.19129683930079e-19	1.78513347696692
RMDN2	151393	1.24707200627778e-19	-1.45406369707098
		1.25101778480221e-19	-1.93533901216431
USP54	159195	1.28492181601493e-19	0.946882616132305
XPO6	23214	1.30129313250737e-19	-1.26318277230878
ARPC1B	10095	1.32895688955668e-19	-1.43214441958126
XRCC6	2547	1.38305672334093e-19	1.26170644554479
B2M	567	1.4401953109694e-19	-1.09047945810048
DPP3	10072	1.44565746233072e-19	1.15972090918487
ZNRF1	84937	1.46885271239577e-19	1.36829785564527
PPT2-EGFL8///EGFL8///PPT2	100532746///80864///9374	1.46926759210772e-19	1.36683862619489
RPL21P44	402176	1.56767366618092e-19	-1.23499091654676
HIST2H4A	8370	1.58799878756437e-19	1.90563820582406
ACADM	34	1.60332135747474e-19	1.5624683644073
KIAA0430	9665	1.63652760002689e-19	-1.10929653400054
SLC25A15	10166	1.73543672507755e-19	1.74538136609208
		1.78978084347522e-19	-1.19516902502843
TUBG1	7283	1.82145913884826e-19	2.01334485810638
PPIH	10465	1.85948576044526e-19	1.7582809693837
GNA15	2769	1.8872994189399e-19	2.6181887972403
		1.93635167030278e-19	1.91391638413589
WDR90	197335	1.94301833349586e-19	0.719362051190952
		1.94944285323949e-19	1.78602955514607
DDX39A	10212	1.95610963893398e-19	1.24401327296871
PCNT	5116	1.96114784374518e-19	0.943712416489362
		1.97107542968506e-19	2.68596065599428
FAM98C	147965	2.02679922427067e-19	-0.707577246064183
SAAL1	113174	2.04100100296344e-19	1.71731170138441
UHRF1BP1	54887	2.0901785300489e-19	1.12171396918308
BMT2	154743	2.14005914673059e-19	-0.889126998232252
ARNTL	406	2.2263843925895e-19	-2.15666223417897
STT3A	3703	2.25037280652775e-19	1.16348234227981
MCUR1	63933	2.2679584404368e-19	1.30296600270159
TMTC4	84899	2.32257009429999e-19	1.31957751230878
MTHFD2	10797	2.32257009429999e-19	2.57522410690792
		2.38576272922926e-19	1.03841702357196
HLA-F///HLA-B	3134///3106	2.38867168453669e-19	-4.03615086068837
SPRY2	10253	2.41401575925181e-19	2.49999092394404
TUBA1B	10376	2.45188816719767e-19	0.857451170981586
ABHD13	84945	2.61835894967539e-19	-0.874246463086175
B4GALT6	9331	2.62879696519239e-19	2.62838213367316
GALNT10	55568	2.72450175065562e-19	-1.08265334860933
STARD3	10948	2.82046468319846e-19	-0.661067728584301
RAD54B	25788	2.99694032796892e-19	1.84769706241892
ODF2	4957	3.14558142423836e-19	0.932687851054532
ZNF211	10520	3.31626473678598e-19	-0.929608228690867
GPSM3	63940	3.32725029552185e-19	-1.33844359739871
